"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"2637",337.231679499979,-3.03236821343323,0.128306142161085,-23.6338507444652,1.73024352352642e-123,1.09443472316448e-121,"GBX2","2637","gastrulation brain homeobox 2"
"11524",27065.0508484239,-0.912827155229006,0.0386345648007714,-23.6272146440946,2.02456847858679e-123,1.27513206142787e-121,NA,"11524",NA
"1718",11001.8331862377,-1.21109966485233,0.0512947020221235,-23.6106189744504,2.99824904892874e-123,1.88034870140901e-121,"DHCR24","1718","24-dehydrocholesterol reductase"
"4269",708.442649750106,-1.9472699787068,0.0824915531531355,-23.6056893618178,3.36899873862894e-123,2.103911161437e-121,NA,"4269",NA
"894",747.210466132633,-2.18043253928494,0.0923899176710919,-23.6003299304507,3.8241665875177e-123,2.37808300282008e-121,"CCND2","894","cyclin D2"
"12964",2094.46407356622,-1.5896753312423,0.0673979767652236,-23.5863954311245,5.31583850895073e-123,3.29179949348386e-121,NA,"12964",NA
"2290",6314.02540084802,-0.968905072912,0.041132919181002,-23.5554658459424,1.10346175319111e-122,6.80452691151907e-121,"FOXG1","2290","forkhead box G1"
"10139",4439.01233276079,-1.17289193018338,0.0497935161206673,-23.5551136284702,1.11267137768843e-122,6.83272948515504e-121,"ARFRP1","10139","ARF related protein 1"
"18319",4295.38198573447,-1.12665802001638,0.0479216952005266,-23.5103957675521,3.1930981753492e-122,1.95269215387123e-120,NA,"18319",NA
"11595",725.828163002343,1.92278426747886,0.0818341350411856,23.4961152398221,4.4693186511508e-122,2.72185199506862e-120,NA,"11595",NA
"7104",1554.54278579126,1.74256160809296,0.0741982441909041,23.485213526206,5.776436013236e-122,3.50342032769844e-120,"TM4SF4","7104","transmembrane 4 L six family member 4"
"11879",359.368768496895,-3.18369269399599,0.135565738264641,-23.4844934623601,5.87512907682477e-122,3.54867427599358e-120,NA,"11879",NA
"12030",4285.82315131084,0.987803436205797,0.0420932441057972,23.4670303320659,8.85896129921837e-122,5.32911720930124e-120,NA,"12030",NA
"15962",405.631109926366,-2.73533208683856,0.11659049690927,-23.4610209180871,1.0203081232196e-121,6.11272403252455e-120,NA,"15962",NA
"10812",1576.71654061342,-1.673011799603,0.0713119456670543,-23.460470527814,1.03359250749697e-121,6.16724144756693e-120,NA,"10812",NA
"1859",2793.82588213183,-1.19258973686295,0.0508599229830183,-23.4485163743002,1.36878989114624e-121,8.13436508698115e-120,"DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A"
"16745",1329.11793708827,1.50802309724345,0.0643482369913496,23.435344428258,1.86500320371671e-121,1.10387217736453e-119,NA,"16745",NA
"14807",1065.6150476661,-1.55143336956977,0.0663293028086152,-23.3898639647433,5.4195587556563e-121,3.1949382776345e-119,NA,"14807",NA
"15302",367.71965591051,3.29631501666739,0.140991825566645,23.3794761038062,6.91279269508693e-121,4.05899357530642e-119,NA,"15302",NA
"4141",6573.62781699394,-1.22649686026017,0.052473851712685,-23.3734864171154,7.95377616534444e-121,4.65169655257327e-119,"MARS1","4141","methionyl-tRNA synthetase 1"
"7091",1084.58824621265,1.63286372457198,0.0699908947567654,23.3296592399134,2.21746633173299e-120,1.2917398734024e-118,"TLE4","7091","TLE family member 4, transcriptional corepressor"
"4204",842.046399250896,-1.7549194764827,0.0752295058971902,-23.3275422396234,2.32993955027796e-120,1.35191531858254e-118,"MECP2","4204","methyl-CpG binding protein 2"
"17015",342.248144196322,3.13690163022116,0.134608555726566,23.3038800044273,4.04934575464636e-120,2.34036304831287e-118,NA,"17015",NA
"13407",376.886782058311,-3.00416047367434,0.129060251774162,-23.277193654722,7.5476507274534e-120,4.34520611020345e-118,NA,"13407",NA
"4235",586.82411052868,2.29706369421061,0.0986860203283239,23.2764852262599,7.67337582407518e-120,4.40039738891906e-118,NA,"4235",NA
"1615",16125.5325914207,-0.798603373047055,0.0343583787371234,-23.2433369210225,1.66132935341489e-119,9.49018294985605e-118,"DARS1","1615","aspartyl-tRNA synthetase 1"
"141",2058.93095814472,-1.26360906970571,0.0543785212954526,-23.2372826550431,1.91282396412387e-119,1.08846330437288e-117,"ADPRH","141","ADP-ribosylarginine hydrolase"
"12985",6781.52826557586,-2.30396361180705,0.0992541026403721,-23.2127796284151,3.38283925298084e-119,1.91754941963199e-117,NA,"12985",NA
"13066",1861.28624007398,-1.23304467355577,0.0532259967321052,-23.1662110483695,9.98034858919509e-119,5.63564664779913e-117,NA,"13066",NA
"13487",1421.22478534737,1.37954615937504,0.0595544409569215,23.164454861946,1.03955329802567e-118,5.84768568942834e-117,NA,"13487",NA
"7291",934.87592416046,-1.63898221669725,0.0710731354279707,-23.0605024926511,1.15405741745866e-117,6.46710958878543e-116,"TWIST1","7291","twist family bHLH transcription factor 1"
"7701",1166.4932771937,-1.8721562788194,0.0812096572211129,-23.0533700409793,1.36076166870217e-117,7.59655510353505e-116,"ZNF142","7701","zinc finger protein 142"
"10517",2611.48986608744,1.09841367904008,0.0477211707593924,23.0173246288995,3.1265248770616e-117,1.73881975992958e-115,"FBXW10","10517","F-box and WD repeat domain containing 10"
"3145",10044.4644777489,1.16541047512213,0.0506988959770764,22.9869004573407,6.30321650029163e-117,3.49236108200369e-115,"HMBS","3145","hydroxymethylbilane synthase"
"514",309.413921089907,-3.19981705199659,0.139249076699005,-22.9790899002741,7.54517751981708e-117,4.16482495457169e-115,"ATP5F1E","514","ATP synthase F1 subunit epsilon"
"12528",10812.5151833947,-0.91028342788565,0.03962447751231,-22.9727553531237,8.72965067045405e-117,4.80065640228178e-115,NA,"12528",NA
"4372",5159.79292318195,0.96801554746626,0.0422112971926676,22.9326178498587,2.19711673246934e-116,1.20375860234695e-114,NA,"4372",NA
"13076",313.167928248048,-3.28379920740641,0.143426651835753,-22.8953208164331,5.17267809772482e-116,2.8235159186766e-114,NA,"13076",NA
"3477",4218.29547587269,-0.987652038867319,0.0431486183813881,-22.8895402892746,5.90602154839809e-116,3.21191681108085e-114,NA,"3477",NA
"4497",341.700815482402,-2.9941945237303,0.130956218002877,-22.8640882379829,1.05839916732142e-115,5.73481137058201e-114,NA,"4497",NA
"19569",9562.11212507252,0.910907810357338,0.0399021870174921,22.8285183956964,2.38917462892695e-115,1.28980423740386e-113,NA,"19569",NA
"11155",387.648413542227,-2.53980794411235,0.111380362963502,-22.8030137138682,4.28007450018304e-115,2.30218021838313e-113,"LDB3","11155","LIM domain binding 3"
"12886",1473.73965746496,1.52419413955384,0.0670025633289215,22.7482959431184,1.49184211690709e-114,7.995188770537e-113,NA,"12886",NA
"6783",8432.70568175984,1.1049354933721,0.0485992919807768,22.7356294369299,1.99098147485067e-114,1.06315525276627e-112,"SULT1E1","6783","sulfotransferase family 1E member 1"
"5985",1001.78841619766,-1.7452759564342,0.0769005469061013,-22.6952346459285,4.99273732386212e-114,2.65642464545415e-112,"RFC5","5985","replication factor C subunit 5"
"4823",1222.62423476506,1.65045493352757,0.0727687030854387,22.6808348032498,6.92626494161024e-114,3.67191700393711e-112,NA,"4823",NA
"783",333.252157523288,-2.83279348073094,0.125335213693655,-22.6017365531036,4.16660572204376e-113,2.20098333804591e-111,"CACNB2","783","calcium voltage-gated channel auxiliary subunit beta 2"
"3080",6476.03958199174,-0.959145949665915,0.0425132168074701,-22.5611238502512,1.04435666602771e-112,5.49704590854158e-111,"CFHR2","3080","complement factor H related 2"
"16998",1688.04851863314,1.26962402435539,0.0563138446029462,22.545504277095,1.48641037599674e-112,7.79598438485408e-111,NA,"16998",NA
"12310",2652.80420821757,1.11222796374781,0.049337009416417,22.5434815953338,1.55589940555083e-112,8.13150547482557e-111,NA,"12310",NA
"7594",1503.36364460365,1.72774504665126,0.0767064947859181,22.5241037473197,2.40985547246873e-112,1.2549982315634e-110,"ZNF43","7594","zinc finger protein 43"
"14416",291.436396187751,-3.38030726975265,0.150171741203586,-22.5096096153671,3.34200275508228e-112,1.73431114804235e-110,NA,"14416",NA
"857",682.433310695606,-2.205411880696,0.098099884557328,-22.4812892558216,6.32748903800198e-112,3.27208889270432e-110,"CAV1","857","caveolin 1"
"14494",2296.53299046555,1.22013009015457,0.0544543069605782,22.406493779048,3.40191806540952e-111,1.75305833734285e-109,NA,"14494",NA
"14266",313.592361024413,-3.03835479382931,0.135683455456999,-22.3929644450441,4.60892406266587e-111,2.36677083050765e-109,NA,"14266",NA
"1199",2061.38259301024,-1.14996176213569,0.0513724071757668,-22.3848136646815,5.53362973267486e-111,2.83175815972785e-109,NA,"1199",NA
"9449",457.541515040327,-2.56031478409183,0.114560748627438,-22.3489704350502,1.23560001720316e-110,6.30113254447756e-109,NA,"9449",NA
"11186",442.998331547086,2.42435629912805,0.108571231827893,22.3296379557628,1.90463959124355e-110,9.6795097571543e-109,"RASSF1","11186","Ras association domain family member 1"
"8682",70062.3830068981,-0.821816480864182,0.0369308944745381,-22.2528182043027,1.0592348047878e-109,5.3646056883033e-108,"PEA15","8682","proliferation and apoptosis adaptor protein 15"
"5580",67876.1612526999,0.713984060680537,0.032097594855958,22.2441607816607,1.28473042369983e-109,6.48436883030416e-108,"PRKCD","5580","protein kinase C delta"
"17487",566.2515951957,-2.02575148884102,0.0911414691647734,-22.226451991669,1.90618243645268e-109,9.58816271277801e-108,NA,"17487",NA
"2758",322.712914406034,3.79055529846719,0.170571048675245,22.2227354988251,2.07065838099405e-109,1.03800555166974e-107,NA,"2758",NA
"11849",3674.06604080212,-1.32533352184466,0.0597804165519558,-22.170028218067,6.68684786809257e-109,3.34070386033723e-107,NA,"11849",NA
"17880",1593.4319963786,1.24968630723685,0.056479977635829,22.1261827562072,1.76936915347935e-108,8.80978465674956e-107,NA,"17880",NA
"16785",325.036329396194,-2.89694781957403,0.131029403215279,-22.1091430510021,2.58123720796452e-108,1.28088464548758e-106,NA,"16785",NA
"3455",291.174217170139,3.56367290530309,0.161345201862139,22.0872567896259,4.19084420811119e-108,2.07263966238734e-106,"IFNAR2","3455","interferon alpha and beta receptor subunit 2"
"10020",2782.01016082645,-1.06261530329031,0.0481314702898912,-22.0773497441545,5.21802719369166e-108,2.57201621339892e-106,"GNE","10020","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
"1849",13480.5352956144,-0.794597399305228,0.0360413123365014,-22.0468497896645,1.02408976152544e-107,5.03101163512064e-106,"DUSP7","1849","dual specificity phosphatase 7"
"7053",89742.3446673756,-0.933351341406805,0.0424302366370982,-21.9973164276615,3.0552825412163e-107,1.495971896759e-105,"TGM3","7053","transglutaminase 3"
"10419",282.820851484022,4.38603178024935,0.199724935772762,21.960361450508,6.89484522173783e-107,3.36477579066133e-105,"PRMT5","10419","protein arginine methyltransferase 5"
"4520",1001.60373732125,-1.59465706513087,0.0726398546291879,-21.9529220325575,8.12102298533982e-107,3.95008702171413e-105,"MTF1","4520","metal regulatory transcription factor 1"
