"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"8005",803.543386091951,0.25867114431603,0.0716668853883238,3.60935378891425,0.00030696072932748,0.000754123061533669,NA,"8005",NA
"10178",85.0944059323794,-0.702966967071832,0.194764879480155,-3.60931071838061,0.000307011695562628,0.000754123061533669,"TENM1","10178","teneurin transmembrane protein 1"
"495",22.3015805882779,-1.5191658022183,0.421103462432138,-3.60758326099758,0.00030906237503652,0.000759033708263328,"ATP4A","495","ATPase H+/K+ transporting subunit alpha"
"8389",385.881738930119,-0.354228240316649,0.0981948573772956,-3.60740113869296,0.000309279319723372,0.000759439955695277,"OR1E3","8389","olfactory receptor family 1 subfamily E member 3 (gene/pseudogene)"
"19241",412.864895517712,0.337330596543263,0.0935209427243591,3.60700594665198,0.000309750564253632,0.000760470400794609,NA,"19241",NA
"15348",876.144961892451,0.249868802731567,0.0692897321956076,3.60614473189444,0.000310779844821992,0.000762835267159526,NA,"15348",NA
"11217",90.9595797896135,-0.678853552216366,0.188250748998655,-3.60611341961362,0.000310817327947683,0.000762835267159526,NA,"11217",NA
"9993",3061.91126079113,0.160596784594907,0.0445488216967693,3.60496144405439,0.000312199274222696,0.00076609938453115,"DGCR2","9993","DiGeorge syndrome critical region gene 2"
"19759",1543.17167117204,-0.203472179886091,0.056445126264671,-3.60477854070183,0.000312419219328767,0.000766511479019039,NA,"19759",NA
"8411",561.399103481021,-0.32840339721564,0.0911042352405895,-3.60469956581478,0.00031251423311743,0.0007666169719848,"EEA1","8411","early endosome antigen 1"
"7746",95.766577245561,-0.685935221288518,0.190301652414799,-3.60446277047237,0.000312799281089577,0.000767188518006021,"ZSCAN9","7746","zinc finger and SCAN domain containing 9"
"7595",974.272320703365,-0.237577020032825,0.0659222755945441,-3.60389591970468,0.000313482630140024,0.000768736606157017,NA,"7595",NA
"3961",216.453709493957,-0.454327454659161,0.126089502840694,-3.60321394266402,0.000314306618233491,0.000770629003414606,NA,"3961",NA
"5157",815.398996607928,0.255400528024164,0.0708870576010232,3.60292184028354,0.000314660166216318,0.000771367519909531,"PDGFRL","5157","platelet derived growth factor receptor like"
"14667",923.932949636548,0.298520824018256,0.0828589861220765,3.60275738322991,0.000314859381639897,0.000771727518145484,NA,"14667",NA
"877",66.9730409120648,-0.803456561739127,0.223037075406441,-3.60234530638005,0.000315359070575413,0.000772823741626277,NA,"877",NA
"7265",9.50063825125523,-2.50425203075323,0.695214673504898,-3.60212769694307,0.000315623245618525,0.00077334254263106,"TTC1","7265","tetratricopeptide repeat domain 1"
"12123",468.379757639867,0.322871190795026,0.0896357030495174,3.60203780202027,0.000315732437348448,0.000773481492959013,NA,"12123",NA
"5104",1179.16202004926,0.223532333848029,0.0620651318628805,3.60157671688954,0.000316293054905513,0.000774726116536056,"SERPINA5","5104","serpin family A member 5"
"5065",262.068470621216,-0.413009858939554,0.114683539885052,-3.60130023326378,0.000316629668617989,0.000775421744116304,NA,"5065",NA
"14731",372.884807534004,0.355867198641152,0.0989055672906541,3.59805022497231,0.000320611715021801,0.000785043272302925,NA,"14731",NA
"9949",723.135259152279,0.286154764836477,0.0795355785803896,3.59782087392813,0.000320894488915845,0.000785605145787663,"AMMECR1","9949","AMMECR nuclear protein 1"
"9962",521.088318201215,0.308587157498898,0.0857818772835233,3.59734675051429,0.000321479790386993,0.000786907349397692,"SLC23A2","9962","solute carrier family 23 member 2"
"824",549.476377926411,0.315051261535235,0.0875997101937719,3.59648748652635,0.000322543092036193,0.000789378958888976,"CAPN2","824","calpain 2"
"14595",14.3745571339226,-1.85298443282858,0.515277927299235,-3.59608734366086,0.000323039373913852,0.000790462276729596,NA,"14595",NA
"2333",221.641896987128,0.469857492190499,0.130698497672248,3.59497240258078,0.000324425965404177,0.000793723419343752,NA,"2333",NA
"18074",1606.64708588356,-0.201916443015454,0.0561731332200636,-3.59453766312851,0.000324968135096797,0.000794917904573709,NA,"18074",NA
"15414",3198.80647628168,-0.172446188476394,0.0479772138948107,-3.59433519533834,0.00032522092485242,0.000795404246676894,NA,"15414",NA
"1853",230.342660334374,-0.430353663210018,0.119768074487558,-3.59322519837892,0.000326610077232211,0.000798669208270835,NA,"1853",NA
"17904",14.1741914690075,1.95895257437964,0.545273646369227,3.59260453429864,0.000327389252102506,0.000800441738136487,NA,"17904",NA
"5659",9.77531824626817,2.41233704846363,0.671663033582925,3.59158823375352,0.000328668862097478,0.000803385872986357,NA,"5659",NA
"18029",1546.12156338922,-0.195885108358911,0.0545403727099317,-3.59156160154441,0.000328702457192817,0.000803385872986357,NA,"18029",NA
"16494",304.264545144773,0.438058275711604,0.122013508759423,3.59024406531359,0.000330368475792284,0.000807323925754714,NA,"16494",NA
"6591",143.812146448372,-0.53714600506489,0.149649766923702,-3.5893541039643,0.000331498295805398,0.000809950577516572,"SNAI2","6591","snail family transcriptional repressor 2"
"10198",2351.9649596415,0.194439520489529,0.0541822964481452,3.58861719114501,0.000332436553650918,0.000812108391796325,"MPHOSPH9","10198","M-phase phosphoprotein 9"
"17863",67.0729795907422,0.865562400030874,0.241212905013298,3.58837517413572,0.000332745238095124,0.000812727762520043,NA,"17863",NA
"11280",609.518423180129,-0.284422518085136,0.0793273799884778,-3.58542684917173,0.000336527325159237,0.000821829282219856,"SCN11A","11280","sodium voltage-gated channel alpha subunit 11"
"8736",9.01436836540411,-2.4503405393949,0.683879799203383,-3.58299885776591,0.000339672093664823,0.000829371656135215,"MYOM1","8736","myomesin 1"
"735",87.6306447493025,0.730844450548045,0.204052594395862,3.58164743120202,0.000341434369425398,0.000833536481131608,"C9","735","complement C9"
"1460",330.867200992377,-0.378073266903127,0.105568904139646,-3.58129384769415,0.000341896856082196,0.000834527304561013,"CSNK2B","1460","casein kinase 2 beta"
"11679",356.271416077923,-0.357039255934869,0.0997164811840876,-3.58054407551482,0.00034287949654477,0.000836787219751089,NA,"11679",NA
"16905",1519.18428638659,0.212277976403571,0.0593150143754426,3.57882365264094,0.000345144252976479,0.000842174834497904,NA,"16905",NA
"7018",67.4280671635445,-0.773894204676763,0.216388209665686,-3.5764157662398,0.000348337488696043,0.000849825841483577,"TF","7018","transferrin"
"6126",251.7636468062,0.435291077130679,0.121727833895841,3.5759370983562,0.000348975561318206,0.000851241612497141,"RPL9P7","6126","ribosomal protein L9 pseudogene 7"
"2294",12059.6376563529,-0.184513589947947,0.051617983580183,-3.57459895079638,0.000350765140183075,0.000855401587870393,"FOXF1","2294","forkhead box F1"
"16422",769.273332607335,-0.25231462164404,0.070585905219015,-3.57457513452798,0.000350797068604197,0.000855401587870393,NA,"16422",NA
"15172",869.175048494256,0.258146441843697,0.0722183783731788,3.5745255938836,0.000350863492190294,0.000855422026120852,NA,"15172",NA
"9215",8.5536678871083,-2.59042669624181,0.724707452901641,-3.57444467539289,0.000350972012170036,0.000855545073662255,"LARGE1","9215","LARGE xylosyl- and glucuronyltransferase 1"
"18821",195.226544632303,0.504892246897238,0.141255657481701,3.57431522318066,0.000351145686124956,0.000855826876485794,NA,"18821",NA
"8986",816.212153974087,-0.24740464062391,0.0692424305456506,-3.57302074283483,0.000352886795808432,0.000859928174045084,"RPS6KA4","8986","ribosomal protein S6 kinase A4"
"18867",304.475848781285,-0.373474508657067,0.104571235125904,-3.57148414865144,0.000354964035027181,0.000864847073604,NA,"18867",NA
"1566",186.710760911749,0.522639102387306,0.14635496509497,3.57103773041225,0.000355569664242832,0.000866179456464605,"CYP2D7BP","1566","cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolising), polypeptide 7b (pseudogene)"
"15139",987.437227935649,-0.239146622096151,0.0669753165308206,-3.57066803836755,0.000356071934923926,0.000867259655744311,NA,"15139",NA
"2861",523.734817748412,-0.314624643050806,0.0881151943529104,-3.5706060159239,0.000356156264770334,0.000867321716818437,"GPR37","2861","G protein-coupled receptor 37"
"433",2347.08189002744,-0.172168015539869,0.0482410390249098,-3.56891184393785,0.000358467009900041,0.000872804690551264,"ASGR2","433","asialoglycoprotein receptor 2"
"14808",807.005998021846,0.258986045409877,0.0725796416788246,3.56830151567747,0.000359302889208755,0.000874695404882495,NA,"14808",NA
"17602",592.403776167424,-0.281686288041949,0.0789553352115321,-3.56766629243323,0.000360174799077119,0.000876673193856083,NA,"17602",NA
"3006",1693.69266401291,0.196422211098058,0.0550805514428417,3.56609013440778,0.000362346792342551,0.000881814238035751,"H1-2","3006","H1.2 linker histone, cluster member"
"18739",957.754901682157,0.241557105626549,0.0677485993475599,3.56549224563784,0.000363173900466302,0.000883681186242755,NA,"18739",NA
"260",187.232404612608,-0.49316022238654,0.13833347376875,-3.56501003662317,0.000363842265078039,0.000885161324318279,NA,"260",NA
"18397",1653.47157826679,-0.198828740413481,0.055782958600978,-3.56432762621513,0.000364790083989946,0.000887320722535702,NA,"18397",NA
"10978",553.660011530865,0.300738292031657,0.0843905607616902,3.56364846159643,0.000365735686502477,0.000889474017767904,"CLP1","10978","cleavage factor polyribonucleotide kinase subunit 1"
"5087",139.434922656952,0.564924375265917,0.158556658483924,3.5629180172411,0.000366755243523778,0.000891806431125795,"PBX1","5087","PBX homeobox 1"
"4237",49.4863018299875,-0.925243375703786,0.259697344739859,-3.56277564805527,0.000366954272165702,0.000892143197488968,"MFAP2","4237","microfibril associated protein 2"
"10423",3351.8162427501,-0.162371305689631,0.0455803495309332,-3.56230935832199,0.000367606841031391,0.000893582322797402,"CDIPT","10423","CDP-diacylglycerol--inositol 3-phosphatidyltransferase"
"4152",382.434097296122,-0.389879620224375,0.109457348867605,-3.56193187810492,0.000368135916195313,0.000894720833259652,"MBD1","4152","methyl-CpG binding domain protein 1"
"17637",420.247927922013,0.325838448766712,0.0915017023889705,3.56100968899556,0.000369431449334123,0.000897721467483316,NA,"17637",NA
"11593",1410.83219945771,-0.218296463254566,0.0613081393522452,-3.56064407696907,0.000369946256646722,0.000898824254938903,NA,"11593",NA
"1179",1735.51499827404,-0.192547476460019,0.054097813172138,-3.55924694862132,0.000371919695829274,0.000903469997878992,"CLCA1","1179","chloride channel accessory 1"
"535",6.72067942828981,3.59781275780534,1.01124751179621,3.55779640081862,0.000373978999649163,0.000908322758211826,"ATP6V0A1","535","ATPase H+ transporting V0 subunit a1"
"18488",264.406357333763,0.406714961286834,0.114329105876954,3.55740524835871,0.000374536130199735,0.000909526031781791,NA,"18488",NA
"7463",134.641791741153,-0.554423282687031,0.155934130376487,-3.55549667894021,0.000377265710692493,0.000916003631661608,NA,"7463",NA
"19634",764.368263393608,-0.255281137659572,0.0718080439141386,-3.55504931961124,0.000377908195463226,0.000917412450129637,NA,"19634",NA
"19702",26.4341579731143,2.62618482073587,0.738984462701389,3.55377542192936,0.000379743338272455,0.000921715632322043,NA,"19702",NA
"11389",28.1011552626184,-1.26032939603175,0.35475512928402,-3.55267420255598,0.00038133643431216,0.000925429996524389,NA,"11389",NA
"10049",605.942371373527,0.280720189763759,0.0790513411474796,3.55111229852562,0.000383606702308876,0.000930786232898948,"DNAJB6","10049","DnaJ heat shock protein family (Hsp40) member B6"
"6279",306.605164486669,0.391546997872434,0.110304947997664,3.54967755282136,0.000385703267707921,0.000935626692934805,"S100A8","6279","S100 calcium binding protein A8"
"7441",145.378372241435,-0.538920602297382,0.151823149345317,-3.54966027658684,0.000385728578251586,0.000935626692934805,"VPREB1","7441","V-set pre-B cell surrogate light chain 1"
"15260",1068.31480263424,-0.222978579713927,0.0628426512801008,-3.54820452625514,0.000387866909672047,0.000940658633330035,NA,"15260",NA
"4600",214.487572472863,-0.518016006178886,0.146003821729876,-3.54796196456607,0.000388224280030446,0.000941370424331806,"MX2","4600","MX dynamin like GTPase 2"
"5716",24.1429540368924,-1.38783088135667,0.391469994721708,-3.54517817474942,0.000392347775745333,0.000951212620321553,"PSMD10","5716","proteasome 26S subunit, non-ATPase 10"
"7697",999.036793192632,0.228151803591751,0.0643658366621652,3.54461023771421,0.000393194044659185,0.000953107537859714,"ZNF138","7697","zinc finger protein 138"
"2528",21.283781380435,1.44331639474185,0.407237776332547,3.54416136867236,0.00039386409968789,0.000954574757638567,"FUT6","2528","fucosyltransferase 6"
"10907",1037.36637641244,-0.231028421838185,0.0651876615285659,-3.5440513805967,0.000394028448470306,0.000954816059446789,"TXNL4A","10907","thioredoxin like 4A"
"11410",274.201025949298,-0.415831994234466,0.11734735081122,-3.54359933445303,0.000394704587827719,0.000956297257176544,NA,"11410",NA
"19009",171.472094328402,0.495460865619597,0.139932621131351,3.54071024764498,0.000399051553821649,0.000966670249872365,NA,"19009",NA
"3129",749.131845556453,0.266810500468054,0.0753623709089534,3.54036765629882,0.000399569978253763,0.000967767023747569,"HLA-DRB7","3129","major histocompatibility complex, class II, DR beta 7 (pseudogene)"
"3273",51.5037318100642,0.930672438375077,0.262888851151466,3.54017461865989,0.000399862368471162,0.000968316067454482,"HRG","3273","histidine rich glycoprotein"
"9778",431.493334896721,-0.319140952876174,0.0901584477151871,-3.53977870032045,0.000400462683522651,0.000969610486242293,"KIAA0232","9778","KIAA0232"
"6906",201.09789049481,-0.459136858159851,0.129720266997473,-3.53943812163751,0.000400979762854897,0.000970702980446037,"SERPINA7","6906","serpin family A member 7"
"10185",236.548953698602,-0.445388922167429,0.125849110466169,-3.53907088033934,0.000401538021233844,0.000971894786819576,NA,"10185",NA
"16674",2242.77697555347,0.185132685358504,0.0523121136102621,3.53900220392139,0.000401642499595493,0.000971988039250964,NA,"16674",NA
"2533",38.4823640536393,1.03909156789899,0.293657006439621,3.53845317875173,0.000402478652520638,0.000973851646831253,"FYB1","2533","FYN binding protein 1"
"12038",1085.55440113672,-0.242107530634141,0.0684281970229948,-3.53812523443783,0.000402978879794309,0.000974901958373035,NA,"12038",NA
"5965",461.203084718745,0.31528704755711,0.0891146098676539,3.53799503835959,0.000403177634370537,0.000975222710545376,"RECQL","5965","RecQ like helicase"
"2666",61.5556767639637,0.834627359856097,0.235929170577283,3.53761833610439,0.000403753215976228,0.000976454692657967,NA,"2666",NA
"17468",330.797673484179,-0.357827780349487,0.101172699649039,-3.53680174188063,0.000405003566389387,0.000979317893592583,NA,"17468",NA
"2899",12.988619240376,-1.96029107981934,0.554355888413435,-3.53615993045494,0.000405988831056479,0.000981539270359316,"GRIK3","2899","glutamate ionotropic receptor kainate type subunit 3"
"8907",275.962844508033,0.393980055198517,0.111447015815363,3.53513328567931,0.000407569521827743,0.000985199214810115,"AP1M1","8907","adaptor related protein complex 1 subunit mu 1"
"18840",79.7559631986018,0.736362046443423,0.208309510951945,3.53494203446763,0.00040786461942007,0.000985750862744014,NA,"18840",NA
"15026",28.392107152593,-1.21925608289437,0.345024528130461,-3.53382436170839,0.000409593165880338,0.000989766204089921,NA,"15026",NA
"1819",878.422235446991,-0.247654362694852,0.0701559074693098,-3.53005714883227,0.000415469913013079,0.00100380255376832,"DRG2","1819","developmentally regulated GTP binding protein 2"
"3275",9910.8806384538,0.126372107757832,0.0358010717963722,3.52984146610488,0.000415808743981595,0.00100445652660232,"PRMT2","3275","protein arginine methyltransferase 2"
"11421",6.56629023143366,-3.2649227957818,0.925533251975718,-3.5276126371605,0.000419325311245815,0.00101278538792868,NA,"11421",NA
"16073",257.946579042597,0.412463859462729,0.116934359432484,3.52731106121876,0.000419803254631342,0.00101377361408434,NA,"16073",NA
"5828",59.2461841813429,-0.842616325762849,0.238940778408481,-3.52646514075699,0.000421146601936809,0.00101685101889657,"PEX2","5828","peroxisomal biogenesis factor 2"
"19040",854.171030306096,0.240818283143946,0.0682917365806334,3.52631658238192,0.00042138293111635,0.00101725497768923,NA,"19040",NA
"6241",246.823531392122,0.420803061634564,0.119372432234792,3.52512765097132,0.000423278769779602,0.00102166434802027,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"4800",716.31815376852,-0.269469440325361,0.0764628785474178,-3.52418644765318,0.000424785232891989,0.00102513259576914,"NFYA","4800","nuclear transcription factor Y subunit alpha"
"9629",886.833844836181,0.237906665081192,0.067509274619761,3.52405897443243,0.000424989647393384,0.00102545799333394,"CLCA3P","9629","chloride channel accessory 3, pseudogene"
"10884",1027.14694424476,-0.220782776400113,0.062656991276602,-3.52367344651865,0.000425608434363678,0.00102678296049302,"MRPS30","10884","mitochondrial ribosomal protein S30"
"4358",852.195874775807,0.243960812915677,0.0692376586808379,3.52352776745749,0.000425842473724178,0.00102717943989311,"MPV17","4358","mitochondrial inner membrane protein MPV17"
"17019",856.396691862847,0.244330924208444,0.0693477249985218,3.52327238151867,0.000426253051674275,0.00102800155057691,NA,"17019",NA
"3593",256.97563676028,-0.44584011425246,0.126543440784516,-3.5232178885641,0.000426340706547309,0.00102804472072877,"IL12B","3593","interleukin 12B"
"7148",21.1472581815306,-1.43888659837713,0.408444213842588,-3.52284730597669,0.000426937255305586,0.00102931478303512,"TNXB","7148","tenascin XB"
"347",278.236978217026,-0.410271241903954,0.116466845290647,-3.52264406990769,0.000427264747283501,0.00102993585957871,"APOD","347","apolipoprotein D"
"6841",79.7212219196497,-0.711119525378722,0.201892701725241,-3.52226464504149,0.000427876775410574,0.00103124250466084,NA,"6841",NA
"1307",181.798868748699,-0.496735541261689,0.141058345627151,-3.52148991293768,0.000429128993493945,0.00103409141695778,"COL16A1","1307","collagen type XVI alpha 1 chain"
"16282",2108.4349841845,0.205662226134018,0.0584126928875544,3.52084822608541,0.000430168757167659,0.00103642752053898,NA,"16282",NA
"9150",23.00688156382,-1.36435191153115,0.387562146854745,-3.52034356967915,0.000430988134026587,0.0010382319580392,"CTDP1","9150","CTD phosphatase subunit 1"
"15412",1221.65917802425,0.227867261953711,0.0647564722510357,3.518833778813,0.000433448189578967,0.00104398748455872,NA,"15412",NA
"5375",262.740740611188,0.415731026317451,0.118150070778338,3.51866929557248,0.000433716989262845,0.00104446421368559,"PMP2","5375","peripheral myelin protein 2"
"9174",779.286727860824,0.254544503466624,0.0723481899063292,3.51832580464263,0.000434278826493865,0.00104564635596579,NA,"9174",NA
"14515",188.767482471063,0.473569834205637,0.134624683165759,3.51770435457625,0.000435297039711983,0.00104792678393911,NA,"14515",NA
"15416",623.138152135634,0.288251495422827,0.0819761026736372,3.51628689363792,0.000437627819693667,0.0010533658021632,NA,"15416",NA
"5368",931.255959866776,-0.235028600882454,0.0668448892617041,-3.51602947477846,0.000438052350396877,0.00105421547030522,"PNOC","5368","prepronociceptin"
"1841",1183.65507127831,-0.222408421992569,0.0632596746967656,-3.51580091201356,0.000438429614311903,0.00105495112746593,"DTYMK","1841","deoxythymidylate kinase"
"7921",163.974807017121,-0.497555170502276,0.141539972129223,-3.51529792621421,0.000439260907149625,0.00105677885236225,"D6S207E","7921","Minor histocompatibility antigen HA-2"
"2995",168.242268394658,-0.504147349362522,0.143491782899926,-3.51342313248784,0.000442372389536363,0.00106393983946272,"GYPC","2995","glycophorin C (Gerbich blood group)"
"2751",715.474259913273,-0.272242446136893,0.0774865067333397,-3.5134174660084,0.000442381824957766,0.00106393983946272,"GLUD1P5","2751","glutamate dehydrogenase 1 pseudogene 5"
"9227",56.2088364815947,-0.841534287495274,0.239523911752425,-3.51336232503207,0.00044247365162615,0.00106398705786689,"LRAT","9227","lecithin retinol acyltransferase"
"12629",383.2868418281,0.332882861449916,0.0947662160128264,3.51267440503123,0.000443620746337432,0.00106657138001975,NA,"12629",NA
"4258",70.0660351487468,-0.847571743996936,0.241371996057232,-3.51147505858952,0.000445627276456346,0.001071220812333,"MGST2","4258","microsomal glutathione S-transferase 2"
"13022",1250.85275356683,-0.205052719306849,0.0583999814069389,-3.51117781832864,0.000446125873409504,0.00107221460168542,NA,"13022",NA
"5684",113.026379493613,0.619292319931386,0.176379178468351,3.51114187802223,0.000446186195693898,0.00107221460168542,"PSMA3","5684","proteasome 20S subunit alpha 3"
"1851",725.092803723163,-0.262694650694458,0.0748250752814776,-3.51078364714303,0.000446787867376792,0.00107348542376902,NA,"1851",NA
"11667",74.0686777161477,0.753694673919797,0.214692812350049,3.5105724577818,0.000447142928137224,0.00107416340258947,NA,"11667",NA
"17168",262.611795122043,-0.437917714995907,0.124781199561563,-3.50948473435577,0.000448975831091667,0.00107839077552624,NA,"17168",NA
"15581",175.644314509495,0.495114234150896,0.141092635143436,3.50914300840408,0.000449553113253591,0.00107960139858749,NA,"15581",NA
"19041",1074.46893516112,-0.218006648608876,0.0621404024492998,-3.50829154649821,0.000450994513859579,0.00108288646876222,NA,"19041",NA
"16009",13.9978806101951,-1.83642047479315,0.523510195498497,-3.50789820443606,0.000451661839932924,0.00108431213502711,NA,"16009",NA
"18240",108.965194849414,-0.641502882778557,0.182918618067805,-3.50703984949615,0.000453121286358979,0.00108763868377177,NA,"18240",NA
"10730",1144.29864936307,-0.222010880641582,0.0633244458531837,-3.50592693943677,0.000455020101100519,0.00109201860446498,"YME1L1","10730","YME1 like 1 ATPase"
"5691",57.6159007796288,0.877275545077274,0.250276008705421,3.50523228181188,0.000456209066800201,0.00109469378484229,"PSMB3","5691","proteasome 20S subunit beta 3"
"13780",411.261898916062,-0.326533814144932,0.0931861751711666,-3.50410147798369,0.000458150736533507,0.0010991739467737,NA,"13780",NA
"7911",7252.37216456098,0.137979574099797,0.0393781651681071,3.50396148501984,0.000458391649994732,0.00109957293906614,"SM1","7911","Schistosoma mansoni, susceptibility/resistance to"
"12195",698.296096002201,-0.273320831452518,0.0780286330132645,-3.50282737115303,0.000460347705372722,0.0011040853509818,NA,"12195",NA
"12562",299.079870108741,0.382504304496725,0.109225873895838,3.50195691600963,0.000461854296952534,0.00110739435111949,NA,"12562",NA
"17937",250.330968903247,-0.417731769184947,0.119285698667446,-3.50194343371817,0.00046187766836284,0.00110739435111949,NA,"17937",NA
"10176",49.980474939629,0.892449401008517,0.254851557814471,3.5018400855066,0.000462056858052722,0.00110764378236516,NA,"10176",NA
"17542",817.89841168203,-0.248062552617309,0.0708573909948266,-3.50087053918512,0.000463741061682801,0.00111150036869103,NA,"17542",NA
"792",1114.45097924313,-0.220094189808129,0.0628738893885191,-3.50056584615106,0.000464271527150327,0.00111259085644578,NA,"792",NA
"19382",1310.23730956799,-0.222312143927646,0.0635102183895524,-3.50041535936865,0.000464533730923792,0.00111303822571205,NA,"19382",NA
"17346",236.119574386399,0.416921405135992,0.11919562766335,3.49779109610902,0.000469128440948727,0.00112386459081637,NA,"17346",NA
"2956",63.9320060641934,0.883435226130325,0.252584830530168,3.49757831567328,0.000469502841273688,0.00112457872171162,"MSH6","2956","mutS homolog 6"
"1825",388.813350019419,0.336668361588771,0.0962624808167775,3.49739959672942,0.000469817523671024,0.00112514960413772,"DSC3","1825","desmocollin 3"
"15704",1248.70856658591,-0.206437394981611,0.0590327265464969,-3.4969991572219,0.000470523318773967,0.00112665681106267,NA,"15704",NA
"14656",64.6640841240789,-0.79458755527805,0.227442749729147,-3.49357170639334,0.000476604969001075,0.00114103379355715,NA,"14656",NA
"1796",942.12466341497,0.24676215763164,0.0706563644380611,3.49242647274836,0.000478653354438883,0.00114575168713988,"DOK1","1796","docking protein 1"
"5742",32.4073910471759,-1.13888907988084,0.326205033359912,-3.49132896004173,0.000480624088195485,0.00115028220393392,"PTGS1","5742","prostaglandin-endoperoxide synthase 1"
"14567",1119.7445151704,0.227805904210337,0.0652690849737671,3.49025736000277,0.000482555592078618,0.00115471737555685,NA,"14567",NA
"11765",1404.07340936725,-0.21042653304128,0.0602933225184328,-3.49004706079929,0.000482935494341329,0.00115543884993547,NA,"11765",NA
"18456",448.128551357153,0.318683416925435,0.0913399563248674,3.48898149011566,0.000484864722537561,0.0011598663010483,NA,"18456",NA
"9779",900.834777034638,0.24461573571667,0.0701258556626769,3.48823887288211,0.000486213487260236,0.00116290398819237,"TBC1D5","9779","TBC1 domain family member 5"
"7692",58.0485241061117,-0.852536941639846,0.244420567570491,-3.48799182537687,0.000486662957775558,0.00116374677644391,"ZNF133","7692","zinc finger protein 133"
"10373",7799.27476885031,-0.143891654867969,0.0412538333294361,-3.48795840907461,0.000486723784095555,0.00116374677644391,NA,"10373",NA
"19434",47.9129006988445,-1.02248784829946,0.293167566437361,-3.48772499197291,0.000487148861413519,0.00116457419619018,NA,"19434",NA
"8812",876.363175868484,0.287968469208008,0.0825681153235892,3.48764735732968,0.000487290319047199,0.00116472343855297,"CCNK","8812","cyclin K"
"15137",177.467697685611,0.481316530110738,0.138011786530593,3.48750307644229,0.000487553314172166,0.00116516308484991,NA,"15137",NA
"9349",213.082637182355,0.441853543247387,0.126723106802395,3.48676381440355,0.000488902918571615,0.00116819896464145,"RPL23","9349","ribosomal protein L23"
"6974",2321.35842112236,0.193829603859932,0.0555929218682845,3.48658781272855,0.000489224742097264,0.00116877844853777,"TRGV2","6974","T cell receptor gamma variable 2"
"19414",318.782325894623,0.37505412514054,0.107580758101515,3.48625657375115,0.000489830956803207,0.00117003705694743,NA,"19414",NA
"14008",139.815163448365,0.580099229672169,0.166400720118298,3.48615816842477,0.000490011187548133,0.00117027789371,NA,"14008",NA
"14855",709.144397300683,-0.253005766763268,0.0725801736347265,-3.4858798772867,0.000490521216490277,0.00117130617119794,NA,"14855",NA
"2420",383.532823408379,-0.338690087679732,0.0972527590554735,-3.48257562015841,0.000496614939140363,0.0011856651503403,"FRDA2","2420","Friedreich ataxia 2"
"9239",218.458406833661,-0.436574118368618,0.125368426100488,-3.48232909950299,0.000497072391396027,0.00118656509627383,NA,"9239",NA
"14054",1575.8711907115,-0.204857197967644,0.0588336929968118,-3.48197074725098,0.000497738062951009,0.00118796171202785,NA,"14054",NA
"7523",2708.62970887624,-0.166283773256046,0.047756413010806,-3.48191505125019,0.000497841597886454,0.0011880164296714,"XS","7523","X-linked suppressor of LU antigens"
"15288",353.460075037095,-0.352009488555542,0.10111691866786,-3.48121257246565,0.000499149181401583,0.00119094392674381,NA,"15288",NA
"14093",415.895099833976,-0.324325050997405,0.0931955400188369,-3.48004905526436,0.000501321981296063,0.00119593450313069,NA,"14093",NA
"836",81.5003407444615,-0.722838043110238,0.20772854200531,-3.47972424074378,0.000501930125935333,0.00119719148665398,"CASP3","836","caspase 3"
"10251",806.423411001947,0.267627579674968,0.0769132404800335,3.47960348575409,0.000502156388755931,0.00119753735558008,"SPRY3","10251","sprouty RTK signaling antagonist 3"
"18269",1686.0497286877,-0.189290905100342,0.0544116424078005,-3.47886769676346,0.0005035371184569,0.00120063582783009,NA,"18269",NA
"6886",528.623038337809,0.299718692085312,0.0861724099715985,3.47812823366662,0.00050492830808866,0.00120356874103411,"TAL1","6886","TAL bHLH transcription factor 1, erythroid differentiation factor"
"3398",1244.96454188211,0.212599477994623,0.0611247011126673,3.47812707669118,0.00050493048757049,0.00120356874103411,"ID2","3398","inhibitor of DNA binding 2"
"13879",738.716062781763,-0.252325174389078,0.0725601425365822,-3.4774624961888,0.000506183858394871,0.00120636120715129,NA,"13879",NA
"632",222.650465541156,-0.442076013429824,0.127149222039955,-3.47682829935766,0.000507382630923,0.0012090226700959,"BGLAP","632","bone gamma-carboxyglutamate protein"
"18613",30.4324141856045,-1.13881972834523,0.327552908970984,-3.47675046429251,0.00050752993864781,0.00120917818231352,NA,"18613",NA
"7932",62.5828658154179,-0.843153442200396,0.242516215587545,-3.47668893050176,0.000507646423410024,0.00120926022114384,"OR2H2","7932","olfactory receptor family 2 subfamily H member 2"
"9737",133.677524289795,-0.581828780678055,0.167358510667028,-3.47654133846618,0.000507925919831994,0.00120973047939301,"GPRASP1","9737","G protein-coupled receptor associated sorting protein 1"
"13942",12.5562808130388,1.97699575246963,0.569056250734731,3.47416577872056,0.000512444322072178,0.00122029478408463,NA,"13942",NA
"16002",31.1723377043355,1.14981549268007,0.33098769859625,3.47389192274077,0.000512967608030509,0.00122134355527522,NA,"16002",NA
